aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1129"",""source_row_key"":""1129""}",dc.section.103.judgements.government.direction.and.support,[],Section 103 Judgements - Government Direction and support,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1129,""AGENCY_NAME"":""Section 103 Judgements - Government Direction and support"",""SHORT_NAME"":""Section 103 Judgements - Government Direction and support"",""ACRONYM"":null,""BUDGETCODE"":""GS0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":111,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1130"",""source_row_key"":""1130""}",dc.settlements.and.judgements,[],Settlements and Judgements,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1130,""AGENCY_NAME"":""Settlements and Judgements"",""SHORT_NAME"":""Settlements and Judgements"",""ACRONYM"":null,""BUDGETCODE"":""ZH0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Financing and Other"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":112,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""SBOE""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1145"",""source_row_key"":""1145""}",dc.state.board.of.education,"[""D.C. Code 38-2651""]",State Board of Education,https://sboe.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1145,""AGENCY_NAME"":""State Board of Education"",""SHORT_NAME"":""State Board of Education"",""ACRONYM"":""SBOE"",""BUDGETCODE"":""GE0"",""LEGISLATION"":""D.C. Code 38-2651"",""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Other"",""ADDRESS"":""441 4th Street NW, Suite 530 South"",""TYPE"":""Agency"",""WEB_URL"":""https://sboe.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":125,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""SECDC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.7"",""source_row_key"":""7""}",dc.state.early.childhood.development.coordinating.council.secdc,"[""D.C. Code § 38-271.07""]",State Early Childhood Development Coordinating Council (SECDC),https://osse.dc.gov/service/state-early-childhood-development-coordinating-council-secdcc,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":7,""NAME"":""State Early Childhood Development Coordinating Council (SECDC)"",""SHORT_NAME"":""State Early Childhood Development Coordinating Council (SECDC)"",""ACRONYM"":""SECDC"",""GOVERNING_AGENCY"":""Deputy Mayor for Health and Human Services"",""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":""https://osse.dc.gov/service/state-early-childhood-development-coordinating-council-secdcc"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 38-271.07"",""OBJECTID"":7,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""SRC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.6"",""source_row_key"":""6""}",dc.state.rehabilitation.council.src,"[""Mayor's Order 2001-173""]",State Rehabilitation Council (SRC),https://dds.dc.gov/page/dc-state-rehabilitation-council,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":6,""NAME"":""State Rehabilitation Council (SRC)"",""SHORT_NAME"":""State Rehabilitation Council (SRC)"",""ACRONYM"":""SRC"",""GOVERNING_AGENCY"":""Department on Disability Services"",""ADDRESS"":""250 E Street SW"",""TYPE"":""Council"",""WEB_URL"":""https://dds.dc.gov/page/dc-state-rehabilitation-council"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2001-173"",""OBJECTID"":6,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""SI""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1131"",""source_row_key"":""1131""}",dc.statehood.initiatives,[],Statehood Initiatives,https://statehood.dc.gov/page/new-columbia-statehood-commission,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1131,""AGENCY_NAME"":""Statehood Initiatives"",""SHORT_NAME"":""Statehood Initiatives"",""ACRONYM"":""SI"",""BUDGETCODE"":""AR0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://statehood.dc.gov/page/new-columbia-statehood-commission"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":113,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""SIA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1105"",""source_row_key"":""1105""}",dc.statehood.initiatives.agency,[],Statehood Initiatives Agency,https://statehood.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1105,""AGENCY_NAME"":""Statehood Initiatives Agency"",""SHORT_NAME"":""Statehood Initiatives Agency"",""ACRONYM"":""SIA"",""BUDGETCODE"":""AR0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Other"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 326"",""TYPE"":""Agency"",""WEB_URL"":""https://statehood.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":87,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""SHCC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.10"",""source_row_key"":""10""}",dc.statewide.health.coordinating.council.shcc,"[""D.C. Code § 44-403""]",Statewide Health Coordinating Council (SHCC),https://dbh.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":10,""NAME"":""Statewide Health Coordinating Council (SHCC)"",""SHORT_NAME"":""Statewide Health Coordinating Council (SHCC)"",""ACRONYM"":""SHCC"",""GOVERNING_AGENCY"":""Department of Behavioral Health"",""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":""https://dbh.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 44-403"",""OBJECTID"":10,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""SILC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.8"",""source_row_key"":""8""}",dc.statewide.independent.living.council.silc,"[""1993-148; amended by 2001-79 and 2012-154""]",Statewide Independent Living Council (SILC),https://dds.dc.gov/page/statewide-independent-living-council,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":8,""NAME"":""Statewide Independent Living Council (SILC)"",""SHORT_NAME"":""Statewide Independent Living Council (SILC)"",""ACRONYM"":""SILC"",""GOVERNING_AGENCY"":""Department on Disability Services"",""ADDRESS"":""250 E Street SW"",""TYPE"":""Council"",""WEB_URL"":""https://dds.dc.gov/page/statewide-independent-living-council"",""AUTHORIZING_ORDER_LAW"":""1993-148; amended by 2001-79 and 2012-154"",""OBJECTID"":8,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""SEU""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.123"",""source_row_key"":""123""}",dc.sustainable.energy.utility.advisory.board.seu.advisory.board,"[""D.C. Code § 8-1774.03""]",Sustainable Energy Utility Advisory Board (SEU Advisory Board),https://doee.dc.gov/service/sustainable-energy-utility-seu-advisory-board,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":123,""NAME"":""Sustainable Energy Utility Advisory Board (SEU Advisory Board)"",""SHORT_NAME"":""Sustainable Energy Utility Advisory Board (SEU Advisory Board)"",""ACRONYM"":""SEU"",""GOVERNING_AGENCY"":""Department of Energy & Environment"",""ADDRESS"":""1200 First Street NE"",""TYPE"":""Board"",""WEB_URL"":""https://doee.dc.gov/service/sustainable-energy-utility-seu-advisory-board"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 8-1774.03"",""OBJECTID"":123,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1132"",""source_row_key"":""1132""}",dc.tif.and.pilot.transfer.dedicated.taxes,[],TIF and Pilot Transfer - Dedicated Taxes,https://cfo.dc.gov/publication/2016-tz0-tif-and-pilot-transfer-dedicated-taxes,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1132,""AGENCY_NAME"":""TIF and Pilot Transfer - Dedicated Taxes"",""SHORT_NAME"":""TIF and Pilot Transfer - Dedicated Taxes"",""ACRONYM"":null,""BUDGETCODE"":""TZ0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/publication/2016-tz0-tif-and-pilot-transfer-dedicated-taxes"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":114,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.124"",""source_row_key"":""124""}",dc.uniform.law.commission.ulc,"[""D.C. Code § 3-1431""]",Uniform Law Commission (ULC),,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":124,""NAME"":""Uniform Law Commission (ULC)"",""SHORT_NAME"":""Uniform Law Commission (ULC)"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3-1431"",""OBJECTID"":124,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""UPO""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.125"",""source_row_key"":""125""}",dc.united.planning.organization.board.of.directors.upo,"[""Organizational ByLaws""]",United Planning Organization Board of Directors (UPO),https://www.upo.org/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":125,""NAME"":""United Planning Organization Board of Directors (UPO)"",""SHORT_NAME"":""United Planning Organization Board of Directors (UPO)"",""ACRONYM"":""UPO"",""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://www.upo.org/"",""AUTHORIZING_ORDER_LAW"":""Organizational ByLaws"",""OBJECTID"":125,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""UDC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1106"",""source_row_key"":""1106""}",dc.university.of.the.district.of.columbia,"[""§ 38-1201.01; 38-1201-09""]",University of the District of Columbia,https://www.udc.edu/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1106,""AGENCY_NAME"":""University of the District of Columbia"",""SHORT_NAME"":""University of the District of Columbia"",""ACRONYM"":""UDC"",""BUDGETCODE"":""GF0"",""LEGISLATION"":""§ 38-1201.01; 38-1201-09"",""MAYORAL_CLUSTER"":""Enterprise and Other"",""BRANCH"":""Other"",""ADDRESS"":""4200 Connecticut Avenue NW"",""TYPE"":""Agency"",""WEB_URL"":""https://www.udc.edu/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Enterprise and Other Funds"",""OBJECTID"":88,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1133"",""source_row_key"":""1133""}",dc.university.of.the.district.of.columbia.subsidy.account,[],University of the District of Columbia Subsidy Account,https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/gg_udcsa_chapter_2022s.pdf,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1133,""AGENCY_NAME"":""University of the District of Columbia Subsidy Account"",""SHORT_NAME"":""University of the District of Columbia Subsidy Account"",""ACRONYM"":null,""BUDGETCODE"":""GG0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/gg_udcsa_chapter_2022s.pdf"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":115,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1160"",""source_row_key"":""1160""}",dc.unnamed.1160,[],Unnamed 1160,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1160,""AGENCY_NAME"":null,""SHORT_NAME"":""Section 103 Judgements - Human Services"",""ACRONYM"":null,""BUDGETCODE"":""HS0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":null,""OBJECTID"":139,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1161"",""source_row_key"":""1161""}",dc.unnamed.1161,[],Unnamed 1161,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1161,""AGENCY_NAME"":null,""SHORT_NAME"":""Section 103 Judgements - Public Education System"",""ACRONYM"":null,""BUDGETCODE"":""PE0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":null,""OBJECTID"":140,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1162"",""source_row_key"":""1162""}",dc.unnamed.1162,[],Unnamed 1162,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1162,""AGENCY_NAME"":null,""SHORT_NAME"":""Section 103 Judgements - Public Safety and Judgment Grants"",""ACRONYM"":null,""BUDGETCODE"":""PJ0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":null,""OBJECTID"":141,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1163"",""source_row_key"":""1163""}",dc.unnamed.1163,[],Unnamed 1163,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1163,""AGENCY_NAME"":null,""SHORT_NAME"":""Not-For-Profit Hospital Corporation"",""ACRONYM"":null,""BUDGETCODE"":""HW0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Enterprise and Other Funds"",""OBJECTID"":142,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1164"",""source_row_key"":""1164""}",dc.unnamed.1164,[],Unnamed 1164,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1164,""AGENCY_NAME"":null,""SHORT_NAME"":""Not-For-Profit Hospital Corporation Subsidy"",""ACRONYM"":null,""BUDGETCODE"":""HX0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":143,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1165"",""source_row_key"":""1165""}",dc.unnamed.1165,[],Unnamed 1165,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1165,""AGENCY_NAME"":null,""SHORT_NAME"":""Purchase Card Transactions"",""ACRONYM"":null,""BUDGETCODE"":""PX0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":144,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1166"",""source_row_key"":""1166""}",dc.unnamed.1166,[],Unnamed 1166,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1166,""AGENCY_NAME"":null,""SHORT_NAME"":""Unemployment Insurance Trust Fund"",""ACRONYM"":null,""BUDGETCODE"":""UI0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Enterprise and Other Funds"",""OBJECTID"":145,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""EVENTSDC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1108"",""source_row_key"":""1108""}",dc.washington.convention.and.sports.authority,"[""§ 10-1202.02""]",Washington Convention and Sports Authority,https://www.eventsdc.com/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1108,""AGENCY_NAME"":""Washington Convention and Sports Authority"",""SHORT_NAME"":""Washington Convention and Sports Authority"",""ACRONYM"":""EVENTSDC"",""BUDGETCODE"":""ES0"",""LEGISLATION"":""§ 10-1202.02"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Other"",""ADDRESS"":""801 Allen Y. Lew Place NW"",""TYPE"":""Agency"",""WEB_URL"":""https://www.eventsdc.com/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Enterprise and Other Funds"",""OBJECTID"":47,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.126"",""source_row_key"":""126""}",dc.washington.convention.and.sports.authority.board.of.directors.events.dc,"[""D.C. Code § 10-1202.05""]",Washington Convention and Sports Authority Board of Directors (Events DC),,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":126,""NAME"":""Washington Convention and Sports Authority Board of Directors (Events DC)"",""SHORT_NAME"":""Washington Convention and Sports Authority Board of Directors (Events DC)"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code § 10-1202.05"",""OBJECTID"":126,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.127"",""source_row_key"":""127""}",dc.washington.dc.regional.planning.commission.on.health.and.hiv,[],Washington DC Regional Planning Commission on Health and HIV,https://dchealth.dc.gov/service/washington-dc-regional-planning-commission-health-and-hiv-cohah,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":127,""NAME"":""Washington DC Regional Planning Commission on Health and HIV"",""SHORT_NAME"":""Washington DC Regional Planning Commission on Health and HIV"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":""https://dchealth.dc.gov/service/washington-dc-regional-planning-commission-health-and-hiv-cohah"",""AUTHORIZING_ORDER_LAW"":null,""OBJECTID"":127,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""WMATA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.128"",""source_row_key"":""128""}",dc.washington.metropolitan.area.transit.authority.board.of.directors.wmata,"[""Public Law 89-774""]",Washington Metropolitan Area Transit Authority Board of Directors (WMATA),https://www.wmata.com/about/board/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":128,""NAME"":""Washington Metropolitan Area Transit Authority Board of Directors (WMATA)"",""SHORT_NAME"":""Washington Metropolitan Area Transit Authority Board of Directors (WMATA)"",""ACRONYM"":""WMATA"",""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://www.wmata.com/about/board/"",""AUTHORIZING_ORDER_LAW"":""Public Law 89-774"",""OBJECTID"":128,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
